,Fossil CO2 emissions by country (territorial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,0.39,0.57,25.92,0.12,2.99,0.02,0.06,34.87,0.94,0.19,83.24,17.47,9.09,0.50,4.04,5.74,0.22,16.62,34.37,0.10,0.26,0.15,0.06,0.02,0.93,0.83,73.33,0.03,1.31,15.82,0.17,0.07,0.41,134.11,0.05,0.06,0.12,11.21,916.46,16.04,0.02,0.32,0.01,1.31,1.67,4.59,6.23,1.26,1.60,35.92,20.76,0.57,16.82,0.09,0.02,4.12,6.19,25.90,1.36,0.02,0.22,4.93,0.68,0.16,0.05,0.20,15.86,105.42,0.20,0.12,1.26,0.06,0.63,256.17,1.41,23.73,0.15,0.04,0.48,1.93,0.32,0.05,0.43,0.24,1.05,8.53,16.76,0.67,207.82,60.70,20.22,9.79,74.12,13.61,122.77,2.50,338.40,3.60,48.33,2.02,0.01,,14.90,1.23,0.18,2.49,3.34,0.47,0.12,12.47,0.06,4.12,2.50,0.34,2.90,0.35,0.25,31.10,0.07,0.16,0.67,0.02,0.56,0.28,0.50,0.03,90.50,2.14,0.36,0.01,7.85,0.30,1.89,0.44,0.03,0.63,47.03,0.56,7.64,0.75,0.15,9.12,0.00,10.51,0.26,4.29,22.82,0.05,1.00,0.56,1.07,6.73,16.36,3.39,99.04,14.88,8.54,0.87,104.71,3.11,0.10,1.07,0.57,34.27,441.85,0.12,0.00,0.08,0.15,0.03,0.01,71.62,0.94,10.68,0.05,0.06,11.07,12.05,4.19,0.05,0.16,98.68,73.03,1.59,0.04,0.02,0.04,0.56,0.29,16.27,11.85,11.24,46.09,0.67,42.58,,0.32,0.03,4.49,4.24,49.53,9.26,0.02,0.00,0.25,106.40,19.11,154.52,0.66,1481.39,1.24,28.02,0.02,36.27,7.83,0.01,2.83,0.58,4.10,3760.94,2472.32,3420.90,2812.36,992.56,210.66,1948.70,28.97,1753.87,301.26,1706.16,92.08,191.54,169.23,0.00,6402.49
1996,0.37,0.55,26.42,0.12,2.84,0.02,0.07,36.78,0.71,0.20,85.12,18.39,8.53,0.50,4.25,5.87,0.22,16.85,35.34,0.08,0.32,0.14,0.08,0.02,1.16,0.75,78.96,0.03,1.29,15.97,0.19,0.07,0.41,138.51,0.06,0.06,0.12,12.99,956.12,16.31,0.02,0.37,0.01,1.28,2.00,4.73,6.37,1.18,1.70,36.85,18.09,0.63,20.43,0.08,0.02,4.50,6.56,25.54,1.20,0.04,0.25,5.20,0.76,0.16,0.05,0.22,17.48,109.55,0.16,0.12,1.30,0.06,1.11,261.65,1.49,24.32,0.16,0.04,0.51,1.79,0.34,0.05,0.45,0.28,1.06,7.89,17.20,0.69,225.22,68.71,18.91,10.23,75.41,14.17,121.19,2.64,341.83,3.77,44.42,2.50,0.01,,13.62,1.55,0.20,2.51,3.48,0.47,0.12,12.15,0.06,4.30,2.51,0.38,3.19,0.37,0.25,30.96,0.08,0.18,0.70,0.02,0.56,0.29,0.53,0.03,94.37,2.17,0.42,0.01,8.06,0.30,1.97,0.47,0.03,0.64,49.52,0.60,8.00,0.78,0.18,10.04,0.00,11.35,0.28,4.06,25.53,0.05,1.21,0.60,1.01,6.61,16.72,3.44,103.05,14.14,8.64,0.98,114.92,3.19,0.10,1.10,0.63,35.19,432.91,0.13,0.00,0.08,0.14,0.03,0.01,70.49,1.00,12.51,0.06,0.08,13.10,12.02,4.37,0.05,0.16,99.24,69.61,1.90,0.04,0.02,0.04,0.57,0.22,17.34,12.04,11.55,48.25,0.77,47.66,,0.35,0.02,5.67,4.53,54.47,8.35,0.02,0.00,0.28,95.91,19.86,160.14,0.69,1532.87,1.48,28.81,0.02,33.39,9.34,0.01,2.87,0.50,4.07,3832.49,2578.11,3531.83,2878.77,1015.47,213.79,2034.53,30.69,1766.71,305.86,1765.93,94.37,198.72,183.12,0.00,6593.72
1997,0.36,0.42,23.75,0.13,2.01,0.02,0.07,37.57,0.89,0.21,87.41,18.36,8.13,0.44,4.72,6.31,0.24,16.81,33.84,0.11,0.33,0.14,0.10,0.02,2.28,0.76,83.77,0.03,1.35,15.24,0.22,0.07,0.40,142.42,0.06,0.06,0.12,15.13,958.02,17.60,0.02,0.52,0.01,1.34,1.91,5.07,6.77,1.23,1.72,35.71,17.38,0.51,17.87,0.09,0.02,4.71,4.97,29.34,1.48,0.08,0.22,5.10,0.81,0.16,0.05,0.21,17.11,107.52,0.15,0.12,1.30,0.06,1.21,254.06,1.69,25.60,0.17,0.05,0.51,2.05,0.35,0.06,0.49,0.37,1.09,8.32,16.82,0.71,234.43,75.71,18.58,10.59,72.88,14.97,122.75,2.75,339.83,3.84,42.08,2.22,0.01,,14.92,1.52,0.22,2.37,4.12,0.48,0.12,12.42,0.06,4.15,2.33,0.41,2.89,0.44,0.26,33.32,0.09,0.20,0.70,0.02,0.55,0.29,0.55,0.03,100.61,2.08,0.46,0.01,8.18,0.32,2.03,0.48,0.03,0.72,47.62,0.50,8.54,0.85,0.18,11.19,0.00,11.39,0.24,4.16,25.60,0.05,1.26,0.70,1.13,7.45,19.12,2.96,100.31,14.93,10.04,0.86,121.45,1.99,0.12,1.35,0.71,32.20,404.37,0.13,0.00,0.08,0.15,0.03,0.01,58.90,0.87,13.45,0.08,0.06,15.49,12.03,4.51,0.06,0.15,105.08,73.03,2.05,0.04,0.01,0.04,0.57,0.31,15.95,11.75,12.38,52.01,0.59,49.72,,0.24,0.03,5.61,4.57,57.87,8.34,0.02,0.00,0.29,92.86,19.95,153.58,0.77,1553.46,1.50,29.10,0.02,36.43,12.15,0.01,3.09,0.64,3.80,3801.43,2638.76,3555.16,2885.04,997.47,221.78,2071.21,32.25,1710.78,300.67,1796.67,97.11,209.72,192.60,0.00,6632.80
1998,0.35,0.48,29.10,0.13,1.98,0.02,0.07,38.06,0.93,0.22,91.18,18.26,8.64,0.54,5.01,6.33,0.30,16.40,35.54,0.10,0.30,0.14,0.10,0.00,2.88,0.91,86.62,0.03,1.41,14.51,0.23,0.07,0.51,144.56,0.07,0.06,0.13,15.50,917.15,17.78,0.03,0.10,0.01,1.43,1.80,5.19,6.63,0.07,1.80,34.23,16.03,0.45,16.71,0.11,0.02,4.85,6.09,33.15,1.56,0.07,0.16,4.62,0.86,0.17,0.06,0.20,16.20,112.89,0.18,0.12,1.35,0.07,1.35,251.86,1.70,26.92,0.16,0.05,0.62,2.36,0.37,0.05,0.50,0.34,1.31,10.62,16.69,0.72,239.34,57.99,19.68,11.11,83.38,15.29,126.08,2.65,328.94,3.89,40.62,2.70,0.01,,14.07,1.61,0.22,2.27,4.45,0.49,0.13,12.50,0.06,4.38,2.09,0.43,3.43,0.47,0.25,31.18,0.08,0.26,0.69,0.03,0.49,0.29,0.59,0.03,105.99,2.08,0.48,0.01,8.43,0.30,2.19,0.50,0.03,0.61,47.89,0.49,8.15,0.93,0.19,10.30,0.00,11.43,0.40,4.45,26.40,0.05,1.61,0.78,1.20,7.54,18.63,2.98,92.62,16.17,8.66,0.86,103.18,1.76,0.11,1.17,0.73,28.49,399.71,0.13,0.00,0.09,0.01,0.04,0.01,56.56,0.91,14.16,0.08,0.07,12.94,11.96,4.38,0.06,0.14,102.90,75.38,2.11,0.04,0.02,0.04,0.57,0.32,16.07,12.18,13.58,54.63,0.68,44.15,,0.35,0.02,5.39,4.86,57.88,8.74,0.02,0.00,0.33,89.68,22.02,155.17,0.68,1565.81,1.54,32.34,0.02,45.53,12.77,0.01,3.29,0.62,3.86,3800.10,2604.14,3553.64,2850.59,995.00,228.67,1986.08,31.95,1703.84,312.60,1816.54,100.48,224.08,204.18,0.00,6608.42
1999,0.30,0.82,25.02,0.14,2.49,0.02,0.08,40.20,0.83,0.22,93.75,17.92,7.80,0.56,4.91,6.84,0.32,15.82,34.03,0.10,0.40,0.14,0.10,0.01,2.82,0.86,89.32,0.03,1.04,12.66,0.25,0.07,0.52,148.49,0.08,0.06,0.13,16.62,969.66,14.95,0.03,0.10,0.01,1.48,1.62,5.47,6.68,0.51,1.88,31.81,17.51,0.36,16.01,0.11,0.02,4.86,5.83,33.98,1.53,0.11,0.17,4.35,0.84,0.17,0.05,0.21,16.07,112.50,0.14,0.14,1.31,0.08,1.18,244.36,1.74,26.73,0.16,0.05,0.60,2.40,0.39,0.05,0.50,0.35,1.28,11.61,16.83,0.77,259.54,65.55,19.56,11.58,103.58,14.94,127.30,2.72,338.93,3.89,33.77,2.74,0.01,,14.69,1.27,0.23,2.11,4.48,0.50,0.11,12.30,0.06,3.68,2.22,0.41,3.18,0.50,0.25,29.56,0.12,0.27,0.71,0.02,0.53,0.30,0.66,0.04,106.58,2.04,0.33,0.01,8.73,0.32,2.44,0.45,0.03,0.87,46.38,0.56,8.59,0.98,0.19,10.80,0.00,11.64,0.37,5.61,27.13,0.05,1.53,0.67,1.19,7.96,18.61,2.86,89.94,18.26,8.39,0.82,112.05,1.28,0.12,1.27,0.81,24.11,407.52,0.14,0.00,0.09,0.06,0.04,0.01,61.68,0.98,9.77,0.08,0.05,13.43,11.75,4.21,0.06,0.13,102.26,81.80,2.32,0.04,0.02,0.05,0.58,0.34,15.29,12.13,14.13,56.71,0.69,46.47,,0.51,0.03,6.13,4.95,56.73,10.26,0.03,0.00,0.34,81.38,21.16,153.29,0.67,1585.79,1.82,33.23,0.02,47.10,12.80,0.01,3.75,0.49,4.29,3819.70,2719.46,3589.63,2949.52,979.95,226.64,2086.47,33.41,1681.07,337.88,1841.04,103.57,229.07,210.95,0.00,6750.11
2000,0.29,0.83,22.44,0.14,2.60,0.02,0.08,38.85,0.95,0.65,95.42,18.05,8.05,0.55,5.13,7.24,0.31,14.99,34.59,0.11,0.40,0.14,0.10,0.02,3.74,1.03,92.84,0.03,1.25,12.41,0.28,0.07,0.54,154.66,0.08,0.06,0.13,15.86,994.67,15.35,0.03,0.13,0.01,1.47,1.76,5.37,7.03,1.35,1.94,34.70,18.88,0.24,14.82,0.10,0.03,5.18,5.61,38.31,1.55,0.17,0.16,4.23,0.95,0.19,0.05,0.22,15.56,111.03,0.14,0.16,1.27,0.08,1.23,245.46,1.67,28.10,0.18,0.05,0.59,2.67,0.41,0.04,0.48,0.45,1.37,10.99,15.93,0.80,266.95,75.48,19.57,12.35,100.75,16.24,128.41,2.81,345.14,4.15,40.25,2.84,0.01,,14.57,1.26,0.26,1.93,4.22,0.51,0.11,12.97,0.06,3.24,2.38,0.45,3.27,0.51,0.24,34.44,0.12,0.29,0.68,0.03,0.54,0.30,0.73,0.04,108.10,2.03,0.42,0.01,9.06,0.36,2.78,0.44,0.02,0.83,46.69,0.61,8.80,1.02,0.19,21.51,0.00,11.50,0.45,5.88,28.77,0.06,1.56,0.73,0.98,8.22,19.75,2.31,86.71,17.93,9.28,0.91,120.08,0.98,0.13,1.38,0.88,25.29,403.43,0.14,0.00,0.10,0.16,0.04,0.01,80.89,1.06,12.27,0.09,0.09,13.21,11.23,4.11,0.06,0.13,103.18,85.06,2.77,0.05,0.02,0.04,0.60,0.33,14.98,11.91,13.78,61.95,0.61,47.28,,0.36,0.03,6.60,5.37,62.73,10.23,0.03,0.00,0.37,77.87,30.51,155.30,0.70,1642.02,1.44,33.02,0.02,41.45,14.36,0.01,3.96,0.49,3.77,3887.49,2845.60,3680.90,3052.20,983.20,241.92,2166.93,36.59,1680.89,372.11,1904.98,105.55,224.13,213.85,0.00,6946.95
2001,0.29,0.88,22.87,0.14,2.64,0.03,0.08,36.57,0.96,0.66,97.47,19.15,7.86,0.53,3.84,8.47,0.32,14.74,34.41,0.12,0.46,0.14,0.10,0.02,3.62,1.05,94.48,0.04,1.20,13.37,0.27,0.06,0.61,152.50,0.10,0.07,0.14,14.34,1016.30,15.27,0.03,0.17,0.01,1.55,2.02,5.67,6.88,1.38,1.91,34.67,19.56,0.21,15.26,0.10,0.03,5.23,6.26,33.92,1.60,0.81,0.17,4.34,1.16,0.21,0.05,0.27,17.06,112.34,0.15,0.19,1.30,0.08,1.02,250.04,1.84,28.76,0.17,0.05,0.62,2.79,0.43,0.04,0.48,0.40,1.55,10.32,16.37,0.78,270.67,82.79,23.08,12.99,107.74,17.20,128.43,2.89,341.15,4.26,38.84,2.52,0.01,,15.69,1.05,0.29,2.05,4.48,0.51,0.12,13.23,0.06,3.45,2.51,0.46,3.26,0.47,0.22,36.57,0.13,0.32,0.72,0.03,0.55,0.32,0.78,0.05,112.09,2.13,0.46,0.01,10.05,0.42,2.41,0.55,0.02,0.88,48.09,0.51,9.38,1.07,0.18,23.67,0.00,11.88,0.37,5.49,29.24,0.06,1.90,0.88,1.01,7.36,19.19,2.23,85.66,17.80,11.25,0.91,124.35,1.03,0.14,1.59,0.91,26.79,413.40,0.14,0.00,0.10,0.16,0.04,0.01,80.95,1.16,13.46,0.09,0.12,13.43,11.80,4.45,0.06,0.14,101.36,85.60,2.82,0.05,0.02,0.05,0.64,0.30,15.24,12.30,13.14,62.75,0.62,50.85,,0.32,0.02,7.25,5.61,58.27,8.78,0.03,0.00,0.39,82.85,27.45,157.74,0.83,1613.53,1.37,33.46,0.02,46.94,16.28,0.01,4.37,0.51,3.41,3889.33,2903.57,3667.95,3124.95,998.90,241.26,2206.71,38.07,1715.71,377.57,1878.31,108.16,227.11,212.57,0.00,7005.47
2002,0.37,1.02,24.40,0.15,3.44,0.03,0.09,33.95,0.84,0.67,98.67,19.64,8.09,0.56,4.33,8.73,0.33,14.70,34.62,0.12,0.58,0.15,0.11,0.02,3.87,1.09,94.91,0.04,1.16,12.60,0.27,0.06,0.60,153.94,0.10,0.07,0.14,14.87,1122.40,15.13,0.03,0.13,0.01,1.70,1.90,5.97,6.97,1.33,1.96,33.83,18.73,0.23,15.16,0.11,0.03,5.72,6.76,34.33,1.66,2.12,0.16,4.20,1.21,0.20,0.04,0.23,17.75,111.30,0.14,0.19,1.24,0.08,0.91,245.48,1.97,28.66,0.16,0.06,0.65,2.93,0.44,0.04,0.47,0.49,1.62,10.78,16.10,0.81,278.98,84.83,23.56,12.58,108.52,16.18,130.46,2.78,349.17,4.48,43.66,2.13,0.01,,15.82,1.34,0.32,2.05,4.43,0.52,0.12,13.15,0.06,3.47,2.72,0.41,2.97,0.34,0.23,36.88,0.16,0.33,0.73,0.03,0.56,0.34,0.79,0.05,112.44,2.24,0.48,0.01,10.18,0.42,2.53,0.49,0.02,0.71,47.92,0.65,9.43,1.09,0.19,25.74,0.00,11.62,0.32,6.89,30.81,0.06,1.59,0.95,1.05,7.37,19.15,2.26,83.68,19.01,11.11,0.91,129.93,1.11,0.18,2.02,0.92,26.84,410.90,0.14,0.00,0.10,0.16,0.04,0.02,88.89,1.21,14.25,0.10,0.14,12.85,11.45,4.52,0.07,0.16,97.24,91.08,2.99,0.05,0.02,0.05,0.43,0.30,15.50,11.86,10.49,64.86,0.51,53.80,0.04,0.36,0.03,7.80,5.61,60.36,7.59,0.04,0.00,0.39,80.70,22.84,152.91,0.95,1624.64,1.24,34.80,0.02,52.61,18.70,0.01,4.25,0.54,3.25,3901.33,3053.86,3692.52,3262.67,999.29,243.60,2350.95,39.37,1706.90,382.48,1891.20,109.51,231.18,217.59,0.00,7172.77
2003,0.43,1.17,24.85,0.15,2.45,0.03,0.10,36.74,0.94,0.70,100.79,21.14,8.36,0.57,4.58,9.13,0.34,15.03,35.00,0.12,0.65,0.15,0.10,0.02,3.92,1.04,94.06,0.04,1.22,13.79,0.29,0.04,0.65,158.65,0.11,0.06,0.20,14.97,1317.53,15.58,0.04,0.22,0.01,1.80,1.40,6.34,7.08,1.33,2.07,34.79,19.14,0.28,16.55,0.12,0.03,5.83,7.30,39.97,1.76,2.17,0.19,4.72,1.33,0.20,0.04,0.27,19.83,112.59,0.18,0.20,1.26,0.08,1.02,245.80,2.03,29.77,0.18,0.06,0.65,2.85,0.46,0.05,0.51,0.46,1.82,11.79,16.85,0.81,288.95,92.92,24.78,12.47,112.90,17.03,135.36,2.91,351.44,4.63,48.53,1.80,0.01,,16.27,1.47,0.33,2.11,5.06,0.53,0.13,13.50,0.06,3.46,2.85,0.42,3.06,0.46,0.25,42.72,0.14,0.34,0.81,0.03,0.60,0.35,0.84,0.05,119.48,2.16,0.52,0.01,9.98,0.51,2.71,0.51,0.02,0.77,48.86,0.74,9.89,1.18,0.21,27.29,0.00,12.00,0.35,8.74,32.07,0.06,1.66,1.08,1.10,7.15,19.16,2.72,87.23,17.61,11.27,1.01,132.43,1.20,0.21,2.26,0.86,28.07,419.02,0.14,0.00,0.10,0.16,0.04,0.02,89.11,1.34,15.24,0.09,0.15,13.49,11.54,4.44,0.07,0.16,110.29,92.26,2.99,0.05,0.02,0.05,0.42,0.27,15.66,12.19,14.62,67.80,0.57,56.15,0.04,0.49,0.03,8.80,5.71,64.60,10.25,0.04,0.00,0.41,83.79,28.83,156.01,1.01,1641.87,1.24,34.37,0.02,52.25,20.76,0.01,4.66,0.57,2.90,3965.63,3354.13,3757.50,3562.27,1021.98,263.96,2594.03,41.31,1746.36,407.44,1920.19,112.24,234.23,227.07,0.00,7546.83
2004,0.34,1.14,23.98,0.15,5.10,0.03,0.10,42.86,1.01,0.71,104.48,21.20,8.75,0.56,4.88,9.81,0.35,15.90,35.15,0.11,0.71,0.16,0.08,0.02,4.22,1.06,98.64,0.04,1.33,13.53,0.30,0.05,0.67,158.19,0.11,0.06,0.20,16.11,1425.70,14.89,0.04,0.23,0.02,1.87,2.00,6.25,6.88,1.39,2.13,35.00,19.57,0.31,15.04,0.11,0.04,4.73,7.86,40.71,1.71,2.72,0.21,4.73,1.41,0.20,0.04,0.35,18.82,112.93,0.17,0.20,1.27,0.09,1.17,241.99,1.95,29.88,0.17,0.06,0.70,3.05,0.48,0.06,0.53,0.45,1.96,11.35,16.41,0.85,306.91,93.99,31.01,12.60,120.67,16.02,136.89,2.89,350.18,5.10,51.12,2.03,0.01,,17.22,1.59,0.35,2.11,4.70,0.54,0.15,13.82,0.06,3.63,3.23,0.47,3.03,0.49,0.25,46.70,0.18,0.38,0.77,0.03,0.63,0.38,0.84,0.06,119.78,2.32,0.56,0.01,11.52,0.51,3.42,0.54,0.02,0.70,49.37,0.69,9.78,1.19,0.22,26.93,0.00,12.09,0.60,7.53,35.38,0.06,1.56,1.22,1.11,8.65,19.86,2.73,88.55,18.39,11.66,1.05,134.11,1.26,0.26,2.86,0.90,27.87,420.78,0.14,0.00,0.11,0.17,0.05,0.02,107.69,1.43,16.42,0.10,0.14,12.79,11.68,4.56,0.08,0.16,122.55,96.84,3.32,0.06,0.02,0.06,0.42,0.27,15.47,12.35,13.75,70.38,0.70,60.16,0.05,0.48,0.03,8.89,5.98,66.78,12.68,0.04,0.00,0.44,84.68,30.51,156.50,1.16,1669.75,1.52,34.15,0.02,41.28,23.95,0.01,5.09,0.57,2.57,4001.80,3567.06,3795.68,3773.18,1025.00,282.92,2746.44,40.54,1755.20,443.21,1947.90,115.85,236.79,246.83,0.00,7815.69
2005,0.52,1.16,29.06,0.16,5.19,0.04,0.10,44.06,1.19,0.74,105.39,21.58,9.36,0.52,5.41,10.28,0.36,16.19,34.29,0.12,0.68,0.16,0.10,0.02,4.38,1.12,99.45,0.05,1.33,13.82,0.31,0.04,0.76,156.84,0.12,0.06,0.21,16.63,1603.86,16.39,0.04,0.27,0.02,1.83,2.05,6.37,6.67,1.38,2.17,34.30,20.47,0.39,14.07,0.11,0.04,4.90,8.18,45.04,1.72,2.19,0.21,4.67,1.35,0.20,0.03,0.28,15.57,113.58,0.16,0.21,1.33,0.09,1.37,236.44,1.86,31.08,0.18,0.06,0.65,3.30,0.50,0.06,0.44,0.47,1.87,11.94,16.45,0.81,323.40,95.25,30.78,13.14,126.41,15.43,137.08,2.84,352.24,5.58,54.70,2.28,0.02,,19.42,1.51,0.36,2.13,4.54,0.55,0.18,15.55,0.06,3.85,3.30,0.50,3.05,0.47,0.25,49.49,0.16,0.40,0.72,0.03,0.67,0.39,0.90,0.06,126.64,2.32,0.48,0.01,12.19,0.48,3.14,0.63,0.02,0.82,48.29,0.77,10.21,1.17,0.19,28.86,0.00,11.83,0.75,8.04,36.76,0.06,1.90,1.20,1.03,10.08,20.00,3.05,88.27,19.03,13.83,0.98,136.10,1.35,0.25,2.74,1.01,27.36,425.51,0.14,0.00,0.11,0.16,0.05,0.02,108.04,1.51,14.09,0.10,0.12,11.01,11.68,4.62,0.08,0.16,113.52,101.00,3.26,0.05,0.02,0.06,0.43,0.28,14.76,12.49,13.61,72.72,0.67,62.04,0.05,0.47,0.03,10.36,6.08,72.26,12.40,0.05,0.00,0.55,85.44,31.24,155.66,1.46,1675.11,1.56,31.82,0.02,44.71,25.84,0.01,5.40,0.61,2.92,4008.33,3816.98,3810.83,4014.48,1019.62,288.58,2958.94,42.38,1752.49,460.75,1958.78,117.22,246.18,257.28,0.00,8082.59
2006,0.59,1.07,27.35,0.15,6.03,0.04,0.11,47.66,1.20,0.74,107.09,20.96,10.67,0.51,5.30,11.38,0.37,16.85,33.81,0.12,0.91,0.18,0.10,0.02,4.75,1.13,100.67,0.05,1.29,14.16,0.37,0.05,0.82,155.14,0.13,0.06,0.22,17.45,1770.96,16.92,0.05,0.31,0.02,1.91,1.86,6.43,6.74,1.44,2.23,34.54,20.79,0.42,16.24,0.11,0.04,5.22,7.94,48.04,1.83,1.94,0.15,4.49,1.45,0.19,0.03,0.31,18.66,110.93,0.14,0.21,1.13,0.10,1.66,239.61,2.50,30.68,0.18,0.06,0.64,3.32,0.52,0.06,0.41,0.48,2.10,11.44,16.28,0.86,343.52,94.62,26.74,12.99,137.46,16.96,135.60,3.16,345.97,5.60,60.06,2.55,0.02,,20.03,1.48,0.48,2.27,4.04,0.56,0.18,14.53,0.06,3.94,3.25,0.44,2.96,0.46,0.25,48.80,0.21,0.42,0.73,0.03,0.65,0.39,0.99,0.07,130.07,2.53,0.56,0.01,12.62,0.52,3.49,0.64,0.01,0.67,46.97,0.74,10.19,1.21,0.19,26.69,0.00,11.99,0.62,10.66,39.18,0.06,2.05,1.18,1.07,7.76,18.16,3.16,92.06,17.72,17.25,1.02,137.41,1.37,0.27,3.00,1.07,28.16,441.66,0.14,0.00,0.11,0.17,0.05,0.02,117.71,1.21,16.60,0.11,0.16,12.68,11.61,4.69,0.08,0.16,121.88,98.56,3.22,0.06,0.02,0.06,0.47,0.28,14.71,12.38,14.42,75.37,0.72,63.08,0.10,0.41,0.04,11.58,6.17,77.04,12.79,0.06,0.00,0.65,90.78,33.23,154.98,1.60,1653.16,1.80,32.62,0.01,43.71,26.92,0.01,5.75,0.61,2.83,4003.59,4074.50,3795.06,4283.03,1022.29,297.53,3156.60,45.02,1779.50,492.80,1938.57,118.90,249.17,271.56,0.00,8349.65
2007,0.76,1.08,29.59,0.15,6.82,0.04,0.11,47.56,1.39,0.77,109.07,20.23,8.31,0.51,7.31,11.64,0.37,16.44,32.88,0.13,1.07,0.20,0.10,0.02,4.77,1.15,106.60,0.05,2.27,15.21,0.43,0.06,0.95,161.99,0.14,0.06,0.23,19.29,1904.64,16.42,0.03,0.33,0.02,2.17,1.78,6.79,6.62,1.62,2.32,35.04,17.32,0.46,14.93,0.13,0.05,5.46,9.19,50.74,1.87,1.52,0.15,5.45,1.59,0.19,0.04,0.30,18.22,108.26,0.16,0.21,1.12,0.10,1.74,232.32,2.63,31.26,0.18,0.07,0.68,3.31,0.54,0.06,0.49,0.48,2.24,11.89,15.98,0.95,370.35,105.96,16.69,13.01,139.92,17.14,133.89,2.93,355.72,5.85,61.72,2.60,0.02,,20.44,1.78,0.50,2.36,3.75,0.57,0.17,13.64,0.05,4.32,3.09,0.37,2.56,0.47,0.26,49.80,0.21,0.49,0.75,0.03,0.59,0.45,1.01,0.07,130.95,3.26,0.56,0.01,13.35,0.60,3.49,0.62,0.01,0.70,46.91,0.80,9.94,1.24,0.20,25.73,0.00,12.46,0.63,12.00,42.41,0.07,2.01,1.67,1.10,9.46,19.31,3.46,91.90,17.04,17.17,1.56,142.39,1.36,0.32,3.52,1.12,29.45,441.75,0.15,0.00,0.12,0.19,0.05,0.02,105.49,1.33,16.25,0.11,0.13,12.88,11.18,4.73,0.08,0.17,126.88,100.71,3.32,0.06,0.02,0.06,0.48,0.28,14.51,11.84,17.94,76.36,0.88,64.61,0.11,0.41,0.03,12.35,6.46,85.58,12.76,0.07,0.00,0.74,91.80,36.37,152.72,1.56,1674.48,1.62,32.72,0.03,40.92,27.39,0.01,5.65,0.63,2.68,4032.42,4279.37,3836.04,4475.75,1012.72,309.03,3351.71,46.41,1767.65,491.93,1967.61,120.69,256.76,287.23,0.00,8599.01
2008,1.16,1.20,29.76,0.15,6.96,0.04,0.11,51.34,1.52,0.73,110.33,20.06,9.68,0.52,8.10,12.36,0.44,17.15,32.80,0.12,1.07,0.18,0.11,0.02,5.45,1.23,112.62,0.05,2.45,14.76,0.47,0.06,1.06,157.36,0.13,0.05,0.27,19.32,2046.08,18.19,0.03,0.36,0.02,2.18,1.80,6.44,7.67,1.56,2.38,33.55,19.19,0.49,13.99,0.14,0.05,5.55,8.07,53.16,1.75,1.67,0.11,4.88,1.75,0.17,0.03,0.23,16.00,106.65,0.16,0.22,1.14,0.10,1.45,233.22,2.44,30.32,0.18,0.07,0.67,2.97,0.55,0.06,0.47,0.48,2.33,11.68,15.62,1.04,398.89,99.97,25.06,12.93,145.92,18.55,130.70,2.94,336.38,5.65,61.99,2.70,0.02,2.02,22.46,2.06,0.58,2.24,4.75,0.58,0.14,14.63,0.06,4.15,3.05,0.31,2.54,0.49,0.30,55.13,0.23,0.53,0.75,0.04,0.59,0.48,1.03,0.08,134.55,3.25,0.71,0.01,14.02,0.59,2.66,0.74,0.01,0.91,47.72,0.78,10.24,1.19,0.22,25.87,0.00,12.23,0.56,12.58,42.01,0.06,2.00,1.31,1.17,11.14,21.10,3.71,90.20,16.40,17.54,1.48,145.37,1.42,0.34,3.72,1.17,28.89,449.50,0.14,0.00,0.12,0.19,0.04,0.02,118.00,1.29,14.13,0.11,0.14,16.37,11.29,4.99,0.08,0.16,135.10,92.03,3.27,0.06,0.02,0.06,0.53,0.28,13.94,12.20,18.25,72.76,0.79,63.64,0.10,0.42,0.03,12.03,6.64,84.75,15.47,0.07,0.00,0.76,88.85,42.02,148.73,1.61,1615.41,2.24,33.68,0.03,46.04,30.93,0.01,6.01,0.70,2.11,3929.11,4538.22,3736.77,4730.55,989.93,322.37,3515.89,46.75,1747.45,530.21,1907.52,122.15,274.99,289.73,0.00,8757.05
